timestamp,gesture_type,landmark_0_x,landmark_1_x,landmark_2_x,landmark_3_x,landmark_4_x,landmark_5_x,landmark_6_x,landmark_7_x,landmark_8_x,landmark_9_x,landmark_10_x,landmark_11_x,landmark_12_x,landmark_13_x,landmark_14_x,landmark_15_x,landmark_16_x,landmark_17_x,landmark_18_x,landmark_19_x,landmark_20_x,landmark_0_y,landmark_1_y,landmark_2_y,landmark_3_y,landmark_4_y,landmark_5_y,landmark_6_y,landmark_7_y,landmark_8_y,landmark_9_y,landmark_10_y,landmark_11_y,landmark_12_y,landmark_13_y,landmark_14_y,landmark_15_y,landmark_16_y,landmark_17_y,landmark_18_y,landmark_19_y,landmark_20_y,angle_index,angle_middle,angle_ring,angle_pinky,angle_baseline1,angle_middle_to_ring,angle_base_middle_to_ring,angle_middle_to_baseline1,dis_index_tip_to_base,dis_middle_tip_to_base,dis_ring_tip_to_base,dis_pinky_tip_to_base,distancesAggregated,dirV_index_x,dirV_index_y,dirV_middle_x,dirV_middle_y,dirV_ring_x,dirV_ring_y,dirV_pinky_x,dirV_pinky_y,dirV_baseline1_x,dirV_baseline1_y,dirV_middle_base_x,dirV_middle_base_y,dirV_ring_base_x,dirV_ring_base_y
13,paper,0.48359078,0.51816314,0.54781497,0.56905341,0.59154820,0.52664870,0.54599917,0.55810410,0.56828463,0.50444627,0.51201224,0.51693946,0.52006352,0.48227865,0.48069248,0.48206529,0.48304749,0.46022081,0.44560361,0.43746123,0.43083176,0.58681208,0.58092767,0.55031788,0.52171105,0.50570238,0.48500386,0.44181156,0.41391140,0.38954714,0.47399837,0.41920391,0.38418901,0.35296115,0.47658533,0.42635059,0.39204457,0.36340711,0.49002400,0.45278016,0.42810711,0.40542313,56.88612832,72.33056677,78.04894110,98.60397762,0.00000000,5.71837433,9.67016545,72.33056677,0.26197260,0.28881985,0.27262339,0.23052321,0.12690205,-0.39801874,0.91737728,-0.13934490,0.99024391,-0.03998471,0.99920029,0.31338707,0.94962547,-0.98582234,0.16779246,-0.13678143,0.99060125,0.03155942,0.99950188
13,paper,0.48258775,0.51724434,0.54713410,0.56875902,0.59159362,0.52530199,0.54457897,0.55655611,0.56668168,0.50302827,0.51052397,0.51538050,0.51836300,0.48110610,0.47926554,0.48041081,0.48100162,0.45934772,0.44475669,0.43635798,0.42933792,0.58905375,0.58216023,0.55079085,0.52192366,0.50533944,0.48656088,0.44295457,0.41463423,0.38965347,0.47603610,0.42077437,0.38533583,0.35338217,0.47913137,0.42817762,0.39387473,0.36492920,0.49304983,0.45569786,0.43082622,0.40756324,55.82587400,70.94691621,76.83794253,97.40907930,0.00000000,5.89102632,9.79320817,70.94691621,0.26379403,0.29056727,0.27320756,0.23055699,0.12698755,-0.38951456,0.92102031,-0.13577186,0.99074013,-0.03336849,0.99944312,0.31993358,0.94743997,-0.98078586,0.19508739,-0.13440919,0.99092591,0.03609866,0.99934823
13,paper,0.48169488,0.51677573,0.54618025,0.56700552,0.58971822,0.52369046,0.54320896,0.55517220,0.56500447,0.50152063,0.50840229,0.51277167,0.51540267,0.47940335,0.47727624,0.47818488,0.47872868,0.45759863,0.44292563,0.43492919,0.42837471,0.58898509,0.58167040,0.55158752,0.52368242,0.50770909,0.48742273,0.44318789,0.41478029,0.38993561,0.47737104,0.42143673,0.38602453,0.35471484,0.48047429,0.42950064,0.39399388,0.36450258,0.49406454,0.45640451,0.43155497,0.40900537,55.38471005,71.18809049,76.75613137,96.05993354,0.00000000,5.56804088,9.40345443,71.18809049,0.26648679,0.29230110,0.27725801,0.23182239,0.12870885,-0.38811630,0.92161040,-0.12245763,0.99247374,-0.02558233,0.99967272,0.30632476,0.95192707,-0.97894602,0.20411931,-0.12211030,0.99251654,0.04169333,0.99913046
13,paper,0.48098856,0.51625246,0.54566491,0.56653601,0.58923358,0.52244675,0.54206479,0.55402792,0.56382054,0.50025010,0.50707430,0.51150745,0.51416850,0.47835597,0.47607985,0.47703090,0.47758812,0.45685330,0.44211417,0.43399161,0.42727193,0.58961976,0.58220601,0.55224311,0.52409351,0.50746608,0.48927256,0.44421637,0.41557422,0.39024821,0.47953823,0.42278677,0.38714293,0.35554370,0.48290861,0.43102515,0.39506871,0.36498606,0.49665490,0.45885292,0.43372440,0.41072795,55.45815559,71.03758553,76.61213765,96.04021818,0.00000000,5.57455213,9.36867667,71.03758553,0.27046143,0.29617056,0.28144254,0.23399232,0.13064060,-0.38540859,0.92274602,-0.12342271,0.99235419,-0.02644086,0.99965038,0.30757176,0.95152489,-0.97860700,0.20573854,-0.11938701,0.99284779,0.04382775,0.99903910
13,paper,0.48051229,0.51543272,0.54454553,0.56555974,0.58829463,0.52220201,0.54197693,0.55417836,0.56425476,0.50018084,0.50631148,0.51086557,0.51391244,0.47809085,0.47468272,0.47535142,0.47579518,0.45629841,0.44094601,0.43252993,0.42553630,0.59169507,0.58293426,0.55248708,0.52445459,0.50778157,0.48939326,0.44446716,0.41627470,0.39087620,0.47975218,0.42334187,0.38842535,0.35703629,0.48316059,0.43145618,0.39545256,0.36498260,0.49701512,0.45915860,0.43421346,0.41104120,52.51385094,68.48532485,74.85230537,94.55991462,0.00000000,6.36698052,9.97376227,68.48532485,0.26800824,0.29195871,0.27931788,0.23259959,0.12882561,-0.39718796,0.91773729,-0.12933260,0.99160127,-0.01857006,0.99982756,0.31967981,0.94752563,-0.96994150,0.24333820,-0.10804316,0.99414620,0.06577300,0.99783461
13,paper,0.48000684,0.51473147,0.54383600,0.56543642,0.58865434,0.52191854,0.54167855,0.55378205,0.56383073,0.49991766,0.50588191,0.51049691,0.51371038,0.47793859,0.47412786,0.47475559,0.47519460,0.45626706,0.44079632,0.43236628,0.42528600,0.59282237,0.58357197,0.55289435,0.52504271,0.50845718,0.48975271,0.44500548,0.41699237,0.39145347,0.48017043,0.42390913,0.38933712,0.35789633,0.48387867,0.43206641,0.39592230,0.36488616,0.49821466,0.46060058,0.43609446,0.41295022,51.71570734,67.47976412,74.08823942,94.06628011,0.00000000,6.60847530,10.25777958,67.47976412,0.26693347,0.29044557,0.27900996,0.23008817,0.12802964,-0.39662735,0.91797971,-0.13231607,0.99120758,-0.01736470,0.99984922,0.32528870,0.94561475,-0.96630070,0.25741591,-0.10541910,0.99442788,0.07335075,0.99730621
13,paper,0.47965941,0.51459831,0.54367083,0.56491607,0.58771938,0.52166104,0.54127467,0.55333698,0.56331885,0.49961203,0.50560927,0.51022071,0.51342332,0.47763619,0.47393411,0.47448564,0.47489771,0.45599991,0.44065771,0.43223494,0.42521906,0.59338379,0.58421540,0.55360025,0.52553201,0.50854343,0.49047244,0.44543546,0.41733253,0.39185721,0.48087901,0.42423546,0.38940972,0.35786325,0.48455662,0.43253809,0.39624164,0.36521274,0.49887368,0.46111679,0.43637335,0.41312236,52.06648904,67.75350380,74.42587631,94.09518742,0.00000000,6.67237251,10.11456532,67.75350380,0.26735604,0.29152694,0.27963240,0.23072206,0.12824090,-0.39442191,0.91892946,-0.13126867,0.99134683,-0.01519317,0.99988458,0.32224543,0.94665616,-0.96725187,0.25381848,-0.10528836,0.99444173,0.07098884,0.99747711
13,paper,0.47879085,0.51418483,0.54335511,0.56436610,0.58731240,0.52143925,0.54112643,0.55303431,0.56284136,0.49933904,0.50582993,0.51030743,0.51317912,0.47735929,0.47407264,0.47462448,0.47500548,0.45558271,0.44024152,0.43172336,0.42473358,0.59364676,0.58496743,0.55472142,0.52661979,0.50953877,0.49033228,0.44540316,0.41691658,0.39128792,0.48064944,0.42381972,0.38832062,0.35634381,0.48434323,0.43266585,0.39653939,0.36578998,0.49886793,0.46118873,0.43639460,0.41340694,53.53602307,69.03302589,75.34662814,95.18222050,0.00000000,6.31360225,10.15496815,69.03302589,0.26710220,0.29228825,0.27779042,0.22937689,0.12806559,-0.38567672,0.92263398,-0.12513853,0.99213928,-0.01527371,0.99988335,0.32491523,0.94574314,-0.97122489,0.23816426,-0.11347861,0.99354044,0.06347135,0.99798366
13,paper,0.47847265,0.51392454,0.54331374,0.56440628,0.58745867,0.52132601,0.54093361,0.55279911,0.56258410,0.49903584,0.50568551,0.51012146,0.51296765,0.47693753,0.47394818,0.47467828,0.47517586,0.45511818,0.43983692,0.43128085,0.42425337,0.59333158,0.58477157,0.55433863,0.52613616,0.50948936,0.48999655,0.44539177,0.41692337,0.39140061,0.48021746,0.42366359,0.38820046,0.35621598,0.48387492,0.43251023,0.39666072,0.36613664,0.49842793,0.46093658,0.43623602,0.41330725,53.79937306,69.29562618,75.25881729,95.53118406,0.00000000,5.96319110,10.03689146,69.29562618,0.26637642,0.29178216,0.27669117,0.22894774,0.12785182,-0.38471658,0.92303475,-0.12411920,0.99226731,-0.02036139,0.99979269,0.32731132,0.94491656,-0.97206564,0.23470918,-0.11677675,0.99315819,0.05810026,0.99831075
13,paper,0.47874337,0.51386321,0.54339111,0.56461412,0.58732176,0.52120900,0.54049140,0.55225718,0.56199002,0.49886084,0.50573838,0.51005793,0.51266396,0.47669068,0.47384566,0.47457251,0.47494546,0.45480245,0.43928218,0.43041721,0.42301551,0.59325337,0.58498693,0.55396938,0.52541786,0.50868708,0.48885527,0.44487718,0.41683483,0.39199781,0.47899306,0.42293972,0.38763878,0.35583752,0.48286235,0.43184221,0.39649835,0.36655527,0.49772489,0.46046796,0.43596831,0.41322500,53.99335769,69.77867040,75.57678008,96.64708490,0.00000000,5.79810968,10.18668195,69.77867040,0.26281331,0.28940170,0.27359754,0.22741246,0.12665850,-0.38689682,0.92212301,-0.12145765,0.99259661,-0.02056072,0.99978861,0.34025120,0.94033458,-0.97339888,0.22911705,-0.12178311,0.99255674,0.05567617,0.99844888
